 (6.084299229909875706e+00+0.000000000000000000e+00j)
 (4.854921779030188844e+00+0.000000000000000000e+00j)
 (5.182351046713315590e+00+0.000000000000000000e+00j)
 (7.771349859895662071e-01+0.000000000000000000e+00j)
 (4.965606325563176604e+00+0.000000000000000000e+00j)
