4.907832403755515216e+00,4.680864229067517535e+00,1.798718868191376361e-03,3.141592653564007520e+00,1.778026977422222155e+00,4.754367283377568754e+00,3.141592653589909467e+00,6.283185307191539337e+00
1.759153642232745618e+00,3.142081478497991576e+00,4.467017487281211174e+00,-1.622959412155513537e+00,9.424777960903172769e+00,3.141589145843316722e+00,4.429139733108638843e+00,5.326711715770888311e+00
9.424777925772856335e+00,-1.239681855459844995e+00,4.163765777436694848e-01,9.574528315462601524e-01,3.141592671094662226e+00,-1.659306155549100437e+00,-7.365919246879583104e-01,4.754582837390990413e+00
3.141592653547975456e+00,2.121571900569946489e+00,6.252044866359299791e-01,-1.710703524337892967e+00,3.141592653564374338e+00,1.616344768965620959e+00,6.252419455669164350e+00,7.988700620764132232e+00
3.141592653600756790e+00,1.404101537024912805e+00,1.788612426827444146e+00,4.706693068073557917e+00,3.139578484059404762e+00,3.359127829082150907e+00,3.612254348148370209e+00,1.511893604469953134e+00
3.586343756592075938e+00,3.546823945092135499e+00,1.060021813142290936e+00,-1.988002423850110167e+00,5.475198999436058367e-01,3.144332114479235774e+00,1.078984851453390181e+00,4.659083486312237454e+00
2.970748183396568987e+00,4.562310690167159954e+00,-1.978391636906552620e+00,1.299287392672217267e+00,3.141592659526148523e+00,-4.580607184192785368e-04,-1.691672851159041091e+00,4.584093562353010576e+00
5.182043388887671576e+00,5.481242071188863640e+00,1.943761152678618043e+00,2.091251217246382410e+00,6.268816946593580575e+00,-1.727295363037004900e-08,8.270645263012301740e+00,8.174278767366676135e+00
1.650301483862128549e-01,6.281319836708678217e+00,5.481973991081343200e+00,4.090871546190237851e+00,2.942746808915263329e-06,-4.531284738176462128e-11,7.125772248422256538e+00,4.142363557493756510e+00
-2.558235745914037018e-01,7.399380004157439256e-04,-1.550100878994949971e+00,4.615459741944316185e+00,6.290379068951528652e+00,5.577681294112628585e+00,1.559420340513598680e+00,1.348192295744706559e+00
7.695785203481324110e+00,-1.055115817002244993e+00,4.549664911428553005e+00,-1.030557154375613571e+00,1.632081213613751247e+00,3.141592653587476303e+00,1.702487962349670703e+00,1.367720268875606271e+00
5.748423046496963451e+00,3.907443033604648175e+00,-1.563561891732322184e+00,4.373630673263203761e+00,5.395779049557838825e+00,3.141592653578787253e+00,7.847244672803951104e+00,1.928270191575054859e+00
-1.267389839079903213e+00,4.275775578454973136e+00,1.617124143431688532e+00,4.289608096443278562e+00,1.047919710969527629e-01,3.141592653590181250e+00,1.647072761981300815e+00,4.393385385607384563e+00
3.155610364460497586e+00,3.141592862665514296e+00,8.100712932861668492e+00,4.252762210935570053e+00,3.071391960384197262e+00,3.141592665704355358e+00,-1.625698585568064791e+00,4.438961071008778347e+00
1.863839449048872776e+00,3.141592653881144948e+00,2.040984196046609966e+00,4.082683437509535551e+00,3.122704988535649040e+00,3.101501965042627873e+00,8.206984008893481786e+00,4.231000285155041674e+00
-4.538949170841378056e+00,3.141592653443130434e+00,1.305078383627150673e+00,1.589536284797139487e+00,3.780203529364574155e+00,3.162155120906368744e+00,-1.454513936898073512e+00,1.319830757020215906e+00
5.060207330649622470e+00,4.366982621984869972e+00,4.769691978079609207e+00,5.311412028775372995e+00,3.092953805798609457e-01,6.294790870040168684e+00,1.496048651315473599e+00,1.234136985632020567e+00
-1.443976544362751468e+00,6.279121711101960379e+00,7.999204181442387984e+00,4.098797459526510423e+00,-3.358695685541256193e+00,4.386934660549603876e-02,4.737974327775335226e+00,4.363772717107309518e+00
3.394982657745238885e+00,3.141625772936261995e+00,-8.214817770538741515e-01,-1.819734891009115119e+00,3.195388333595594599e+00,3.132414769931989085e+00,-1.223919289297091373e+00,1.842986453009711978e+00
3.141592653310254502e+00,3.141592688386674936e+00,-1.041693829728963516e+00,1.465579952362591198e+00,3.392088992635730271e+00,3.678328123225713675e+00,-1.021380238498874160e+00,-1.480835280362124307e+00
3.141592653661645862e+00,3.144996143551376466e+00,-1.236530855620722402e+00,1.557563695690929340e+00,9.425195672264065294e+00,8.779282681908883390e+00,4.594513364662939026e+00,4.712185253605067459e+00
3.141165286494475684e+00,3.907151354803037879e+00,3.679244842797987580e+00,9.506375969403605408e-01,7.978370896606677976e-01,2.668933362798285636e+00,2.411108724949357018e+00,-9.427343861346318965e-01
7.210441753973489298e+00,6.237177433209467603e-01,1.953320606923078184e+00,4.616912047807341324e+00,-1.301695770971715944e-11,1.718833536766991021e-01,5.017887328714234485e+00,1.713521977251814876e+00
1.202860780572254207e+00,2.701225827576159588e+00,8.319321826636225659e-01,1.508512451216301731e+00,6.283185307174883327e+00,3.136624979542565139e+00,7.586508889552307622e+00,4.754083329665863111e+00
1.394066195713168588e+00,1.006474493477454768e+00,1.122566881141461970e+01,1.888432721089559729e+00,3.147092703573563331e-04,-9.179586055520836396e-01,1.290649175049483288e+00,4.480493696848621532e+00
6.206331734393676136e+00,6.303776979091263222e+00,7.272246739268393156e+00,1.805276537577225504e+00,6.283185308668546298e+00,5.238298898978185347e-01,7.490432014803936056e+00,1.833419970460808957e+00
-4.809066252823272596e-03,5.358183887494793342e-07,7.571081455900117163e+00,1.838234486397421596e+00,1.967900870870740071e-04,5.418890732761050266e-01,4.933604380723127569e+00,1.717931438672631428e+00
6.347408888608665478e+00,6.282767814005482343e+00,4.683881046476156662e+00,1.280583361236642626e+00,1.093501784644728803e+00,6.283241303290064472e+00,1.756257644943930218e+00,5.163845932679109296e+00
1.085897521024868251e+00,3.141593357236087680e+00,8.015320640609862934e+00,6.375929682018126599e+00,1.016606701114029176e+00,-3.141412089276972797e+00,7.867129699012108013e+00,-1.002378254106849109e+00
-1.011136582192512900e+00,6.717545484159464841e+00,4.412645549020085767e+00,2.858664751090153278e+00,6.314099205919176505e+00,3.115542080712173867e+00,4.301943634722828591e+00,2.177073768099030637e+00
7.208760819681932830e+00,6.283185307173225986e+00,1.431830685173080209e+00,1.166274276477774485e+00,2.953376083864245882e-01,-2.430351453577779309e-07,4.877733283211849624e+00,-1.625479845703242221e+00
3.365437762626923401e+00,-3.108816998834275325e-11,7.403317795415757629e+00,8.864360987507065026e-01,3.359528194422046088e+00,6.283186569585529568e+00,5.053172752065299811e+00,1.006634574656838366e+00
-2.862152310004844491e+00,-5.755612964498987265e-10,4.221016633232285820e+00,5.245699551610783828e+00,4.069954598061301887e+00,6.671005393804594317e-11,1.739935991991312214e+00,-1.168311645276102428e+00
5.341886152561986734e+00,-3.852613482597575523e+00,4.795801250707379282e+00,8.126503984062964037e+00,9.017189069919196998e-01,-2.603396217612656896e-02,1.610944029521921728e+00,7.819479286728888034e+00
2.439279658270407936e+00,8.098374814703902302e+00,1.810844545043911014e+00,5.110293572917655069e+00,2.869573145388274682e+00,3.347658199324899275e+00,1.699408173287220158e+00,4.977297210872769107e+00
4.772104198230371352e+00,3.338582537908378741e-04,1.764146338805916647e+00,1.008415979773287230e+00,3.659229946935655509e+00,6.283185307251460294e+00,1.748367314874706313e+00,7.663622321431390105e+00
