 (2.321506257808969576e+00+0.000000000000000000e+00j)
 (3.118121566248709398e-01+0.000000000000000000e+00j)
 (5.792721703219859464e+00+0.000000000000000000e+00j)
 (3.511746134574392109e+00+0.000000000000000000e+00j)
 (5.048754011798231467e+00+0.000000000000000000e+00j)
