3.581901192665100098e-01,5.000000000000000278e-02
4.206712841987609863e-01,1.000000000000000056e-01
4.530670642852783203e-01,1.499999999999999944e-01
5.872421860694885254e-01,2.000000000000000111e-01
6.449095308780670166e-01,2.500000000000000000e-01
6.717566549777984619e-01,2.999999999999999889e-01
7.504451721906661987e-01,3.499999999999999778e-01
8.041909337043762207e-01,4.000000000000000222e-01
8.877848759293556213e-01,5.000000000000000000e-01
9.529891498386859894e-01,5.999999999999999778e-01
8.552107065916061401e-01,4.500000000000000111e-01
9.735882896929979324e-01,6.500000000000000222e-01
9.997825060127070174e-01,8.000000000000000444e-01
9.182372316718101501e-01,5.500000000000000444e-01
9.898108784109354019e-01,6.999999999999999556e-01
9.999999999669763051e-01,9.000000000000000222e-01
9.999999999999825695e-01,9.499999999999999556e-01
9.999986312063811056e-01,8.499999999999999778e-01
9.969360874965786934e-01,7.500000000000000000e-01
1.000000000000006883e+00,1.000000000000000000e+00
