4.800683983171704305e+00,1.639885520501159988e+00,6.701739066378879173e+00,4.727655265261094364e+00
3.589343637734458081e+00,4.641699392829252702e+00,4.984872027011213902e+00,4.695195226609466310e+00
4.772871313787618419e+00,1.678185903006451873e+00,4.522253112600867375e+00,4.742717081711755434e+00
4.450279512185407071e+00,1.642032350415109754e+00,4.809202191718230601e+00,4.667660382121508356e+00
4.354718580532438210e+00,4.701849299822613126e+00,-1.526165750712671354e+00,4.732089107099007208e+00
2.252837245178411330e+00,4.652415943484488281e+00,1.716794736107034591e+00,1.580926170652033669e+00
1.649254883985613374e+00,1.568575898213385278e+00,4.842540133889649212e+00,-1.571072613421393704e+00
9.088293129451555430e+00,-1.628853711414967709e+00,4.757916660890566085e+00,-1.561300746107386006e+00
4.321378383062202566e+00,-1.576837307183818204e+00,1.750822630920756628e+00,4.692941886539673035e+00
4.603092271791303425e+00,-1.634948849418844663e+00,1.429283098824889908e+00,1.529948149840809624e+00
8.256821414229619904e+00,4.610274595280641208e+00,4.648408800344190794e+00,4.692998267880426511e+00
1.870128399451640000e+00,4.626458548682406580e+00,-1.503239905845592528e+00,-1.566232397847203250e+00
4.408048867537982751e+00,4.601872326182940398e+00,1.720311736871753761e+00,4.711854108982742595e+00
1.505085223104334569e+00,4.622548080801834658e+00,4.919881531490186255e+00,4.706656248292496514e+00
2.657278360390727290e+00,1.651258015710244997e+00,4.445548264961757923e+00,1.558449954764482337e+00
1.492092242361217069e+00,4.661265685356926980e+00,3.546645516991337121e+00,1.586026392489669368e+00
