4.539410606146002003e+00,1.199150994313950447e+00,4.617354966062086064e+00,1.899972751207778199e+00,1.371443144784881607e+00,1.755253176708811091e+00,7.389693805466449605e-01,6.462682802466233944e+00
1.187218093180616219e+00,1.983588145863462771e+00,4.376050394671303856e+00,4.721285236172424682e+00,1.310093854779325329e-01,1.230910594106627176e+00,-1.023382048788135767e+00,6.137826997380756211e+00
3.936819982640427984e+00,1.448255834426585453e+00,7.482531573082468190e-02,5.391329564361127424e+00,3.882014843272481475e+00,3.884582402878765439e+00,6.112803371471559721e+00,-2.662346743523423598e+00
5.180433095866495030e+00,5.069599584065431763e+00,-2.183977882194072961e+00,2.811718897756192881e+00,4.042281704318179791e+00,7.060671435682541741e-01,2.015141341781118367e+00,8.195613613481125270e+00
6.807688036972339596e+00,4.418329366972330696e+00,3.021792626122710157e+00,6.912516752715513135e+00,5.828103494584044864e-01,6.239166531498823609e+00,2.658787137386586091e-02,1.582461871175430579e+00
-6.246165955107537693e-01,-2.007795588236547246e+00,2.124303312113129838e+00,4.349953511692339347e+00,9.606745382177702908e+00,-1.299616236662328728e+00,2.534991703410422570e+00,3.888231748865455639e+00
6.341346230644838045e+00,3.301251591567994303e+00,8.667330917537050539e+00,3.215550055229815740e+00,2.735734345865819872e+00,7.651903239119975275e+00,3.359329216029999898e+00,2.891982380086119075e+00
3.475374683324812697e+00,4.837337971292671845e+00,6.106823705182364392e+00,-2.274633252145954673e-02,-2.185151972175685131e+00,9.490153928921181148e+00,4.895169935462313937e+00,2.841362461132046491e+00
1.545361573559089763e+00,2.087630863197760256e+00,6.297895487134554493e+00,6.488364823051073316e+00,4.084278869753986463e+00,-1.539972772096651177e+00,2.783872152736477368e+00,-2.296420669407235771e+00
6.323188243395100550e+00,5.165186411919257120e-02,6.266677051009954091e+00,-4.494124984837249981e-01,5.318767425219473211e+00,4.630158927158610993e+00,2.345037709517292512e+00,3.240320773965406076e-01
1.709798885110461963e+00,3.407766257447989666e+00,5.002175007137497215e-02,3.816801951669402948e-01,9.224589958240386522e+00,3.473037897020923470e+00,2.875357074302700600e+00,-1.026396264146293813e+00
3.478309858959686807e+00,2.450100046790963049e+00,3.881708777190515214e+00,1.538708794665282209e+00,7.242174680917863760e+00,6.280690071352042381e+00,7.584593145751177268e-01,1.406165034689751403e+00
1.929009794628184227e-01,4.326081159759374017e+00,2.896913398634638259e+00,2.044612183363057945e+00,1.731690887260163736e+00,6.261483161156671251e+00,3.539676913175255013e+00,-6.890460192075189561e-01
6.172645095317427888e+00,4.375414418195491706e+00,2.884629849004375135e+00,3.360917378568855085e+00,3.707516862527121759e+00,6.369218642501270899e+00,4.634018668672893249e+00,4.823401325434706344e+00
1.737521781585718683e+00,7.504873048523152512e+00,9.263212961841927884e-01,3.184549537282391096e+00,3.867923858443814922e+00,7.446099083340327773e+00,6.564354346962201880e+00,2.169116772889267075e+00
1.344871376953332476e+00,4.567415888509786193e+00,3.826424216827323921e+00,4.617387900699491787e+00,-3.168099191687430149e-01,2.087391317648290112e+00,3.049636759971554589e+00,3.118734355015509330e+00
