1.438633648047057889e+01,9.356120402431701066e+00,5.030570111194812455e+00,-9.931953932606960578e+00
1.144224388300936113e+01,9.286890477900188401e+00,3.088238634540555250e+00,-4.105391787007030224e+00
6.674344592984970070e+00,4.044699536337854617e+00,4.117479640938543461e+00,6.186327284542644245e-01
3.139993416837128404e+00,1.961681048483851830e+00,-8.964337055145660260e-01,9.036217731683408028e-01
4.538512433711658911e-01,2.982836203410230702e+00,3.041939846596086294e+00,-6.767211575912267518e-01
-1.654124222372428177e+00,2.908460498793361548e+00,-2.679622755770196374e+00,1.947979493953783114e+00
1.907062383811355954e-01,-2.817052327504436793e-01,-2.410560664491977700e+00,-5.750273981251537853e-02
3.372573915685985746e+00,-6.428932985803474665e-02,9.214541491798460271e-01,3.804998627742208317e+00
3.193334274022496810e+00,1.756829047901802832e-01,-6.417479631193580003e-01,-1.079519618570400796e+00
1.688823019955369098e+00,-9.886135776346884896e-01,-7.401290779069503722e-01,-1.466768773022065764e+00
2.533280494370806490e+00,2.573398348040259354e+00,2.481677318531168464e+00,-3.745678049306281482e-02
2.367681910966478398e+00,6.152217013669107004e+00,7.203038690135953326e-01,-2.946646790764969825e+00
2.103693856276766638e+00,6.406665771144257171e+00,-1.128367056986148587e+00,-1.079401723680850189e+00
5.694133017563509647e+00,4.763830486950745957e+00,-1.163006327962645692e+00,3.643890238207086352e+00
1.208655351754815754e+01,6.141981347235906163e+00,-1.918619760848137457e+00,4.092958605111296500e+00
1.639764362674593201e+01,4.934653447885109401e+00,2.280627170756464595e-01,6.921756215479022423e+00
