X01_q0,X01_q1,Y01_q0,Y01_q1,X12_q0,X12_q1,Y12_q0,Y12_q1
2.995051016469348681e+00,-1.019786955522044014e+00,3.098653558919170159e+00,3.129468962260567810e+00,-1.518635733493494122e+00,4.891556034993111091e+00,3.197385729403873444e+00,6.260298908144732444e+00
5.037391459065906574e+00,1.170416478303580421e+00,2.625007195666534177e+00,1.693557767214330656e-01,1.684386642904308826e-02,3.163673667381619592e-01,2.170591143605877349e+00,7.064090091012076300e+00
4.758409116211383072e+00,3.659623536730069571e+00,2.894367926526351553e+00,2.807448258191334922e+00,-4.563168024965932323e-01,-3.509368740565719375e-02,1.758886786730241347e+00,1.851235241118923458e+00
6.312003095092433291e+00,1.528154533781522995e+00,2.002807061552980272e-02,-1.159692806904842888e-01,-4.353285971251512065e-01,8.166465072154419857e+00,-1.022497847592997333e+00,5.066901264983270536e+00
4.743950564567527728e+00,4.679826188297330880e+00,3.020057385864882704e+00,4.704727769065145893e+00,4.061670210679928950e+00,4.083554780157945707e+00,4.632753083853673459e+00,4.215153727891824964e+00
4.309321472246008256e+00,-8.329047966690353855e-01,2.374916991356196938e+00,1.302758832358169361e+00,3.793891239626263623e+00,7.285232075944784391e+00,4.059567937206330690e+00,1.166418555016939473e+00
7.816843881512338221e+00,5.570158881452949906e+00,6.526230346810701022e+00,4.749212353106211815e+00,5.332194630839467209e+00,6.266921506846594880e+00,-3.495169393750625630e-01,2.009505965475393285e+00
4.279327761482186965e+00,-2.123677480963655828e+00,-2.029197256763700885e+00,4.328120602003334483e+00,2.927921505387354184e+00,3.798455510180529515e+00,1.873327163837466225e+00,1.612846915484583477e+00
5.076446407865011778e+00,1.307439804058131427e+00,6.187756489369560242e+00,5.781964591701235001e+00,7.788475998041720638e-01,-1.963944357751806480e-01,4.570275759433743090e+00,5.412788152894910887e+00
3.128322196055474347e+00,4.480326418293139490e+00,3.254736257778837238e+00,8.752692283564172726e+00,4.146261175665626020e+00,5.129433992348833904e+00,4.766191434840051144e+00,1.740379237892144548e+00
4.632089842119261114e+00,1.154989873948795709e-01,1.797729315738904265e+00,-2.845975926228555553e-01,-4.346121117920546117e-01,-7.710430573182364133e-01,4.406129358924380846e+00,-1.368110675176881896e+00
9.277543275761296337e-02,-9.823299009949205685e-01,4.772516903566982549e+00,3.972415863964026794e+00,3.767933169837164309e-01,7.209916567137359955e+00,1.415897612453422161e+00,3.701387859412375025e+00
4.736422613740175258e+00,3.334047248012296905e+00,6.245315562737562942e+00,3.659866999884546779e+00,3.171464266817243249e+00,3.322456229452749099e+00,8.152862219618027595e+00,5.481304639531521694e+00
3.255360435826839982e+00,3.332761169769768106e+00,-2.718599777985870099e-03,7.684136658370078754e-01,6.324491091992969771e+00,-4.604259421412384423e-01,3.873507215356608580e-01,-5.055553124445343049e-02
6.332027125942688350e+00,3.724975988172145591e+00,7.855364730506126492e+00,3.574318192197935673e+00,5.504393772112243371e-02,1.613321437396702251e-01,7.547188259976493008e+00,3.672361789406557442e+00
-2.687076199467439697e-01,3.214283215248430192e+00,4.927858269333026620e+00,6.244449659388601859e+00,5.981455599474292395e-01,2.985844895023997747e+00,4.696178357040433404e+00,4.310091150065288979e+00
4.234700268815365654e+00,8.284111630649042546e-01,-1.326944977547581894e+00,5.037032432706627816e+00,2.042392451064252601e+00,4.158380683435261016e-01,1.397809202794682903e+00,5.443886981721787421e+00
-2.167876952886259589e-01,4.824002454030692277e+00,1.680483006332511131e+00,1.753773724552093238e+00,6.723323314630833103e+00,2.389726376175430822e+00,4.422897942642937785e+00,4.239762511398865286e+00
1.596783014473983853e+00,3.669499892214710179e+00,1.918652622290633936e+00,5.687778210584321315e+00,2.840396782397463404e+00,3.474056984953151073e+00,4.518757581589982308e+00,6.265848225536541083e-01
