1.448939278012498777e+00,4.685252204343529847e+00,5.344221530258593589e+00,1.571395499658268857e+00
2.382378976448749519e+00,7.873663643375942378e+00,1.156018710335871003e+00,1.587225742151672225e+00
1.751160568616157098e+00,4.667967993458371545e+00,1.734738185715482439e+00,4.744706745288594263e+00
5.084378794860498374e+00,1.672770727370025634e+00,1.674425696566318456e+00,4.721813316364768198e+00
7.389386954515033246e+00,-1.642928751148206912e+00,4.786754746556250772e+00,1.601100328333462164e+00
4.773372756331776046e+00,-4.682279862197215259e+00,4.661032602902605682e+00,4.715236714550662178e+00
1.810524242680606077e+00,1.623906644592856274e+00,7.752391655101758872e+00,7.849597905518914231e+00
1.816522673745855965e+00,-1.601641110936963042e+00,1.629891242839742294e+00,4.701738249735657682e+00
4.466323335186890731e+00,1.615538802382698647e+00,4.771537510340357002e+00,7.833895772489516851e+00
1.810777256861509033e+00,1.637969179677024156e+00,4.610870407827029283e+00,-1.582672525654314821e+00
4.773069601133624218e+00,4.687887478843010491e+00,1.519703987663603373e+00,4.702587118613078765e+00
1.106245417981845280e+00,4.660707171293870132e+00,4.638266222460371679e+00,1.548487019838524992e+00
1.198865544411545692e+00,1.646294746573317092e+00,7.750429340703927750e+00,4.709170391123891797e+00
1.751594978357707832e+00,4.657735694876966370e+00,1.406649003274234255e+00,1.582411785241000901e+00
-2.382738041870133383e+00,4.652694780525738594e+00,4.297259202622218943e+00,7.836267483421393898e+00
7.732144849834064360e+00,4.668863817540986894e+00,8.485650874938313493e+00,1.585484553007955988e+00
