5.084091095334545507e+00,4.599662677415091494e+00,3.141592653193165940e+00,3.141567950773783036e+00,-1.523110192152198339e+00,4.236237882712158509e+00,5.868754390380001240e+00,7.006939803696889711e-11,-1.733596145172113605e-06,1.555634467366900253e+00,3.141592653551681824e+00,3.141592653586974482e+00
4.841891341490056178e+00,2.285498565020439798e+00,6.283707838245231159e+00,-1.490424605864362873e+00,6.283185307175956247e+00,3.141592649836509210e+00,5.728421340413386353e+00,3.141592653596710250e+00,5.096333690265205441e+00,3.141592653574126537e+00,7.425518561326028386e-11,2.189721422143250162e+00
-1.287222447076464160e+00,5.371260139408431833e+00,1.706594969880171897e+00,3.255551290750714699e+00,6.283185322460627553e+00,4.673214820219983245e+00,7.746301828841121839e+00,1.894795392654085031e+00,8.137179909309610437e+00,-3.141592653610308705e+00,4.831523508123959587e+00,8.083294654729835216e+00
3.811944352099281730e+00,4.384589715349151540e+00,7.633270997692167548e+00,5.613829456262569018e+00,3.141592653803710888e+00,1.800625077618632774e+00,1.360424415185381042e+00,1.143940229502303341e+00,3.141592665159770092e+00,3.141592653625023601e+00,-1.262403091782645870e+00,1.496269046660544166e+00
4.353394395174712272e+00,4.999177591485530314e+00,4.663960487064465532e+00,4.254626329718363742e+00,2.731133242791084825e+00,3.849930748819246240e+00,1.690234941667792867e+00,4.648867453352643508e+00,1.734994450053842119e+00,3.141590388432416336e+00,-1.576996920689133441e+00,4.616042945194146263e+00
6.054634024501377887e+00,5.354510759974000500e+00,1.653954228085482869e+00,1.763870867170502121e+00,7.547585273364178725e-05,6.283185362267600382e+00,1.563913866043194600e+00,1.801949044667371380e+00,6.283197543968058518e+00,2.828438197294645962e-01,1.638763941343100772e+00,4.611193847285376179e+00
1.206553358811487620e+00,5.086590523756441939e+00,4.748689010254401488e+00,7.379511896684077144e+00,1.129358837533309901e+00,5.531314183974624044e+00,4.724432801728799980e+00,-1.201103577272035983e+00,5.584105881539576544e+00,6.283109923482646408e+00,1.555356209847667870e+00,1.361195284436346187e+00
1.141765614799427508e+00,6.812801188782970030e+00,4.534771055900414183e+00,1.758582401510827342e+00,1.212480777993759196e+00,5.300175972553191173e+00,1.817464863631210070e+00,4.470922633811985847e+00,4.755427569523114534e-08,2.199348118467192440e-04,4.512393677214808996e+00,4.548954111706685843e+00
6.283094904833911976e+00,3.134105171169445647e+00,1.869510331090699307e+00,8.240126777275833092e+00,6.295295663310723988e+00,7.775363398425597872e+00,4.244105582080504036e+00,1.695435319113224981e+00,6.283185307178908552e+00,1.997623167111480580e+00,4.577546630554977902e+00,4.634936987443706968e+00
6.283185307189372182e+00,6.906944672206991598e-01,4.235102298777658092e+00,6.256783855726347210e-02,5.074874741081926821e+00,5.412153205890414043e+00,4.188169280796301130e+00,6.798929028259791174e+00,6.283185307143075882e+00,1.879868205207196191e-02,4.504527529772276218e+00,1.020149725966944532e+00
3.778501733657581308e-10,6.283230808594780115e+00,2.492318171487564182e-01,2.117197540644315534e+00,1.522549826606582446e+00,7.385441339777432113e+00,6.776896053121800101e+00,2.080362050291090448e+00,9.817578012833256818e-01,-9.796340312437142733e-04,5.122423615229199534e+00,1.867852387785540191e+00
3.141595049148859786e+00,1.958993834178447635e+00,5.726058760860643915e+00,4.118527965288692805e+00,2.309951863926126947e+00,4.690452449575823302e+00,5.427109479643231538e+00,2.186985121253684383e+00,3.141592653624660336e+00,8.080949705068341871e+00,1.156179727321400064e+00,4.536690712269641601e+00
3.555866525600380079e+00,3.143160618505176362e+00,3.141592660629463740e+00,1.029672657600922081e+00,-2.434692761431344721e+00,2.140080573588090562e+00,2.010038534038269376e+00,-1.038638598717686046e+00,9.424778099485308758e+00,3.168239075512955694e+00,-4.478295318429609040e+00,4.997193608191479619e+00
6.572300313057318100e+00,3.141592654141994956e+00,3.141592653576996685e+00,3.141523675122985804e+00,3.141592696835132870e+00,3.141592652513287565e+00,3.141592645193593825e+00,4.296174219811248030e+00,-1.962742539656752716e-01,2.600994552050148526e-02,-2.150708152002785756e+00,-1.381960378024118308e+00
3.614381224494013001e+00,3.141592653582997663e+00,3.141592893561692357e+00,3.141592653578062055e+00,3.141592653598566098e+00,3.141415220436126532e+00,3.141592653587040207e+00,2.137020515237784579e+00,5.201427535965902571e+00,8.502411301091340468e-01,5.110109433242494559e-01,4.874192159143947656e+00
3.141592653586133821e+00,3.141592653595166595e+00,2.635612834303776353e+00,-1.375073547065317037e+00,3.141592653561096071e+00,4.317179398738383966e+00,3.162892515116054071e+00,1.054519428039388362e+00,2.802211454130123958e+00,8.486928565562820381e+00,8.729810234394234314e+00,5.108554698420596729e+00
3.141592653616430031e+00,9.424774472607660769e+00,-1.211464716010938771e-10,6.283185246254875622e+00,3.141592653593511475e+00,3.141592653614190933e+00,6.283185325189048598e+00,6.283185307186113455e+00,4.813331731475033237e+00,2.215839815672110484e-09,1.022738635659294681e+00,4.563259805839673611e+00
3.141592649409573834e+00,-1.292080115133423579e+00,2.445825625211402102e-07,6.283185307112169049e+00,3.141592653588777928e+00,3.141592649887187338e+00,6.283185307034796274e+00,2.043839368077100035e-03,3.423534960552258605e-03,-1.809496149883171435e-11,2.485631657132000072e+00,8.229527061748809658e+00
2.133865399915235272e+00,-1.127851019701536561e+00,6.938102992925057055e-01,1.953192160635957523e-03,3.155290468544368565e+00,5.798466612337183079e-03,-1.096818755143704971e+00,5.220323276284707603e+00,-1.757597993577675100e+00,1.947843227948004454e-10,5.148056564530031132e+00,1.082393472733076178e+00
7.868730809446640162e-01,4.435889807266232943e+00,1.529507662546260915e+00,4.644727543598045294e+00,1.620772181242085934e-03,4.698598413538791263e+00,7.754142355294450617e+00,4.756476517330241016e+00,6.846288644364401321e+00,4.714481168172448555e+00,4.779577592330134905e+00,1.642507728693107794e+00
3.121482234086858210e+00,7.168970922453248740e+00,1.625258907914095552e+00,4.666209371463663658e+00,3.748140726644936915e+00,7.020012013549245644e+00,1.591378632966200746e+00,1.657357176209781846e+00,3.141742589010132480e+00,6.285551018617078434e+00,1.568520819929292376e+00,1.625945723674997012e+00
-7.358942904227607773e-01,5.512311393057163222e+00,4.590834081057858285e+00,1.625713767391253173e+00,-1.125728258318388297e+00,2.678898544241345783e-02,4.565282578220018372e+00,-1.610893307496895854e+00,7.190988897878025199e+00,6.282498806083349763e+00,4.584929755875259083e+00,-1.584679383143456466e+00
-5.967955093544946577e-01,5.339624735862833482e+00,4.684339661285921608e+00,1.430032016233681036e+00,6.213273756813360471e+00,5.643667665223743413e+00,1.503271419496423400e+00,4.784097787179988792e+00,6.284424211750346601e+00,6.284116518109122751e+00,4.749025060985600177e+00,1.513225069173779413e+00
2.732482940839785270e-05,3.141592653596880336e+00,4.685858047217630329e+00,5.444337458719117784e+00,7.323116013273780478e-01,2.519915583578927087e+00,1.510865165453792347e+00,-1.252953557585826383e+00,6.158595410075727195e+00,-2.059773907484459876e+00,7.894693481187671225e+00,4.825941734411438588e+00
2.104335264206264267e+00,3.141592653592545581e+00,7.160760526105613089e+00,4.873797518460633249e+00,-1.255054155049666997e+00,9.204392604372452880e+00,-1.006644619460877355e+00,5.280324409444003386e+00,9.113917351472178296e-01,9.042533632222054862e+00,5.124843422445288788e+00,7.596968092114668281e+00
3.141592653608608288e+00,3.141592653583097139e+00,5.346231728121128235e+00,5.960407997381476974e+00,3.244115070774575393e+00,3.141592653600838947e+00,6.283184931208327662e+00,9.117991199134922144e-10,6.281872608310810513e+00,7.720840566264420168e+00,4.115689256574438737e+00,4.111727563347549186e+00
3.141592652285584375e+00,1.842573356930741202e+00,1.228947501965214800e-08,3.337595091104279402e-11,3.064952668400727109e+00,3.141592654982704236e+00,-3.823289805092624220e-05,4.366239819973642078e+00,1.125675334088695134e+00,6.681388302152758030e+00,5.490886312604708941e+00,1.285360956848740299e+00
3.141592647538391958e+00,6.283862056480010949e+00,5.489667751048266098e+00,5.357165244943201898e+00,2.069899260669378460e+00,1.184078759403145064e-06,1.660069603859111176e+00,4.935044147062963127e+00,3.141592649879011656e+00,5.757145266394336325e+00,4.712456976005722886e+00,-1.558887661973042293e+00
5.291858128454310695e+00,-1.829240564210743658e+00,3.400839843031167486e+00,1.252069458376022348e+00,1.522163644123545545e+00,-3.597142814269468913e-02,2.303306886937900533e+00,1.186080959219835362e+00,4.359642064996983868e-03,6.826333891063510073e+00,-1.979424823353141072e+00,1.278708611879881163e+00
5.472899349420318416e+00,3.435287800307665229e+00,7.084713571153705480e+00,5.218820779236962970e+00,6.283184897109244105e+00,3.141592654761986569e+00,7.071978544671571498e+00,7.343752198659241337e+00,6.283304521096210848e+00,3.141592651130069580e+00,5.191873260135976942e+00,1.300420753270723928e+00
7.464090831671644111e+00,4.602908136532880334e+00,7.857103773864901441e+00,4.229675488337443667e+00,-1.176494473784317702e-05,2.708703414118061481e+00,7.731320175105381054e+00,4.542136991393301848e+00,6.282985427509890641e+00,3.141592653577771621e+00,-1.577590166270139482e+00,-1.709236221990494631e+00
-2.085685790532415887e-03,6.283185307149937948e+00,-8.685696433615337497e-01,-1.568082643893398131e+00,7.169098867415655718e+00,-1.264971574340835403e+00,7.630624537606562008e+00,8.312243762789814028e+00,6.282733836369775560e+00,3.141592653604518670e+00,7.667686941389169952e+00,7.996167665800347990e+00
6.283185307177498125e+00,6.283185307180623624e+00,5.047563640040532817e+00,4.723106856552969468e+00,-1.917681209747200022e+00,5.061137251620460020e+00,7.156078853321696798e+00,-1.583821760023039538e+00,3.141988961607359077e+00,3.141592653989543571e+00,4.981183710862224778e+00,4.664075263234624735e+00
6.283185307177419965e+00,1.195469146490276567e-11,1.553772896529017400e+00,4.823894753926969869e+00,5.991790464498854440e+00,1.800054981818538957e+00,1.798917630739561568e+00,1.695646313606948175e+00,1.616592181698743191e+00,3.141592653662821810e+00,4.989879906484013361e+00,1.654320884024857330e+00
3.182832180284269175e+00,1.202459972386567458e-11,2.131068477542520601e+00,4.244470241475943872e+00,1.513754696341528261e+00,-1.158768491567612635e+00,2.649380615638630587e+00,7.518076331682874702e+00,6.283185302664920258e+00,3.141592653581535277e+00,2.180031320039856890e+00,-1.454186601196475914e+00
