X01_q0,X01_q1,Y01_q0,Y01_q1,X12_q0,X12_q1,Y12_q0,Y12_q1
4.356377126912882147e+00,1.664651504470878285e+00,3.623966882094140640e+00,2.646985649456521816e+00,4.450013666923434918e+00,7.908083887861273809e+00,3.747655891068145007e+00,2.485669023137202061e+00
5.130433100319694795e+00,1.167153085105550048e+00,7.492621295893538758e+00,4.781218881317642833e+00,4.493668443597994333e+00,1.728202868418788229e+00,1.401152610343667115e+00,4.854234704616749774e+00
3.141655878150073189e+00,3.139440531646145782e+00,1.140587101999347430e+00,6.192867343966555360e+00,6.282182069031922111e+00,3.143188856521347496e+00,5.209846918757031098e+00,-1.325525753067590684e-01
5.245738355483450910e+00,3.149138454145240740e+00,1.590546301534994544e+00,6.654694218274481265e+00,3.139715627378653284e+00,3.135645862751607282e+00,4.982379775211392747e+00,1.191145715617273337e+00
2.210288310149144841e+00,4.631161112291646731e+00,1.945383835336922385e+00,4.865193593886375290e+00,-3.758513835488012100e-01,3.309778107833647898e+00,1.880481827231977876e+00,-5.380479837084820582e-01
3.224598584494962505e+00,1.089371370151900775e+00,1.389237708514465375e+00,4.571408152391549962e+00,2.466217521451780303e+00,1.467812261552105868e+00,5.123389837750238485e+00,4.576582873811170238e+00
5.444531102526395383e-01,6.299927397252218952e+00,6.317996024719125386e-03,-2.370603922069004310e-04,1.971172570284061676e+00,4.133555442531559265e+00,4.831383223274332117e+00,8.078764960787347960e+00
3.141689955078318608e+00,3.235894200555895939e+00,2.959414687852501391e+00,1.554682944248057863e+00,3.141594352305042470e+00,3.150749537957357127e+00,3.973295029389449784e-01,4.788141308771899141e+00
6.283183312652848684e+00,3.075860644949662603e+00,1.439430729900061268e+00,4.679989019908004089e+00,1.230638504345875568e-06,3.137659809974125302e+00,5.253439500607739454e+00,4.867438997895548347e+00
1.827431055591698605e+00,2.392970383147983604e+00,1.639692662259304212e+00,4.627878795121623590e+00,2.217213899686927725e+00,3.140645686544076387e+00,1.732918317748637582e+00,1.715835576104396631e+00
3.192592145282963756e+00,3.042171436272815832e+00,7.330096753686717648e+00,4.726189585685454553e+00,6.289136751074546616e+00,-5.802854867826336971e-01,1.986412539724335291e+00,2.835388557211529825e+00
6.113925948815737144e+00,1.726193330431772921e+00,1.164919328513138286e+00,4.745047636846184247e+00,5.264616671397160275e+00,3.418602663355973625e+00,1.298656866263832477e+00,4.848165021918536155e+00
6.283186473914597059e+00,3.220403433104980895e+00,2.054986794922310581e-02,6.089778379185621926e-01,5.724434632821323810e+00,2.730814884361729700e+00,3.139438294197113066e+00,5.042880014924067567e+00
-4.849537508057339408e-01,-9.310461949256927383e-01,3.069472060127408586e+00,4.488273524996815311e+00,6.210961608705884096e+00,1.891618155711386917e+00,1.392612782468430899e+00,6.934145997277351370e+00
4.750707046394373911e+00,6.290708872330523782e+00,1.656488623677259353e+00,5.080061087148351362e+00,7.227682084395404161e+00,1.511307206684399329e+00,1.671970582110891446e+00,4.376468587985668179e+00
-7.969071188040389997e-03,-7.287363756648350573e-03,1.817036970868330048e+00,8.541864736152662285e-01,-1.013187590174037700e+00,1.462141486160578943e-02,4.606154919084730182e+00,7.286929605637355145e+00
1.709582219553164306e-01,3.277592438354166582e+00,1.578329632706199082e+00,1.628890378026544683e+00,6.240824854824440493e+00,2.603986620421965714e+00,4.666058809983833378e+00,1.710515526192443847e+00
1.547604244261341577e+00,4.730339818929916618e+00,8.330114672510028351e-01,5.568910952588415064e+00,1.657463028400539162e+00,4.782913854271507503e+00,3.843453705978733037e+00,3.962125547145593174e+00
6.861281469004649303e+00,6.355740109604616883e+00,1.501005422211067586e+00,1.533167000875310215e+00,6.882554242401848654e+00,2.469076824458756036e-01,4.753850840135508626e+00,4.807627671349081311e+00
3.145255556868828517e+00,2.386499032757239736e+00,1.581750779874439905e+00,4.771835247946260239e+00,3.159509494438618837e+00,2.520113212001868330e+00,1.680267113413267843e+00,1.585834729265911847e+00
6.476649133958408022e+00,6.917731104114289487e+00,3.136852829032745316e+00,6.010103456530632826e+00,3.151977627800402804e+00,3.139313471081124796e+00,3.018914370930017466e+00,6.241862898615026189e+00
4.502066533706151397e+00,4.857582143843734990e+00,2.480042816167746356e+00,5.718911407440483430e+00,1.597320119351660184e+00,1.929543551095337373e+00,4.730998540272731701e-01,2.190404498025455560e+00
5.322238038383216185e+00,5.730431058287582147e+00,4.511284118763803974e+00,3.290670383524588183e-01,4.021499772187762112e+00,9.605934901152010652e-02,3.097612978104048231e+00,6.430282361256452361e+00
6.644078715521689382e+00,4.435942101683874483e+00,1.627091826009283260e+00,5.010502786596155111e+00,3.375926648966531829e+00,5.230147876224561010e+00,3.887039634580481184e+00,3.958359604834095435e+00
3.200744064326386251e+00,5.797937904774127738e+00,1.322201973362902461e+00,1.493491783799013151e+00,2.921350993262136875e+00,2.945352298434257706e-04,4.833218674229233791e+00,4.637828003208582572e+00
3.128921756565245182e+00,4.225409987795118560e+00,4.127198445074721889e+00,1.448347571650797638e+00,3.497479052191722615e-01,-6.665191481727995582e-01,4.995514417293182241e+00,6.155420139134450963e+00
4.470541055931747998e+00,8.928826926340574810e-08,5.000118169078624497e+00,1.123040148680190642e+00,2.081543070400434292e+00,6.283286326094164487e+00,7.750099006553731407e+00,4.098046933691767535e+00
-3.268368373162909655e-03,6.605611658634777505e+00,6.257837001272917199e+00,6.292932731512677513e+00,3.152101749140527431e+00,2.963723139116733574e+00,6.345887902932783042e+00,3.131444768722594141e+00
