X01_q0,X01_q1,Y01_q0,Y01_q1,X12_q0,X12_q1,Y12_q0,Y12_q1
-8.440718256121655383e-01,2.164858877235151802e+00,-2.276489026372426842e-03,1.012675102263204341e+00,1.920932689760999512e+00,1.574917076867843324e+00,6.257952623147824411e+00,4.034155489591492838e+00
5.680968087792312105e+00,1.565496940262402603e+00,2.027674196845822507e+00,3.849012263623575070e+00,6.270745253966416577e+00,3.182911828388655717e+00,1.299748624188919122e+00,8.212889631187273665e+00
3.147197165540005948e+00,3.358954876083442564e-01,-3.992861770190706677e-02,3.121395337808063886e+00,5.992470158404747060e+00,3.379848590472312786e+00,3.054989403375194978e+00,5.990096480236980700e-03
1.898504048893795426e+00,1.362335097586779620e+00,3.765738563218053780e+00,4.268570067085424746e+00,4.270613463423851286e+00,6.201458204796242768e+00,4.089760414973742542e+00,2.476275734103265069e+00
1.124985167400199382e+00,-1.031953051130520604e+00,3.100921907898770424e+00,-1.409918059792060474e-01,4.420274723897983371e+00,1.997496705205604961e+00,3.054124367553352037e+00,2.950806318691407970e+00
4.452406611250629531e+00,4.252805112201493820e+00,3.524945288836289325e+00,3.889243600741302487e+00,8.032974459922003874e+00,3.152001556229456991e+00,4.055471398870451161e+00,1.840304475712174925e+00
9.351212418046924713e-01,4.298359489825152480e+00,7.478346826645532630e+00,5.069727603605107547e+00,6.641535755893791304e+00,4.069916440893727838e+00,1.324292445521801698e+00,4.820871819303668815e+00
6.356904266460584374e+00,2.398985297305186837e+00,5.088230939865109548e+00,1.489251388596899872e+00,-1.283565569472906898e+00,2.870110319700554857e+00,5.158629451686845613e+00,1.406349085168515201e+00
7.189185212707306150e+00,6.519810128945351835e+00,3.733162387268707416e+00,1.626148999328327571e+00,8.281847425332862223e-01,5.129129709761552913e-01,2.935659106732194878e+00,4.645031506711086777e+00
1.912478932287398070e+00,-1.793120480030238495e+00,5.527695264298385425e+00,-1.753768263215308210e+00,4.466919946243836037e+00,-1.479930983781926779e+00,-9.391730215203549781e-01,1.708817751920811867e+00
4.802873316013704041e+00,6.325276465515995206e+00,2.082880614624928572e+00,-1.135336130289396728e+00,7.842697431883123294e+00,6.295135435221992815e+00,1.769359087242319939e+00,5.069134515296648935e+00
5.010565319431897535e+00,3.367189703213564478e+00,-1.175252663270959230e+00,2.301628708821370051e+00,7.096468582866085839e+00,4.135891177127851925e+00,1.535641709415667355e+00,4.156471744977990213e+00
2.574308567516050417e+00,6.376220180480785871e+00,3.112023068109482260e+00,6.241498355415155075e+00,7.857105748167930726e-01,5.859847360492827839e+00,-3.987128291011246550e-02,3.127347861441112542e+00
6.062623918504329801e+00,7.337590551201619848e-02,8.537172242070880657e+00,3.319148182094317612e+00,3.978336266693605960e+00,1.230252737168928023e+00,1.038827662854765466e+00,4.950086843000925385e-01
1.628764761881456691e+00,1.516720385530625714e+00,4.606513653314838308e+00,1.560420003845085501e+00,3.386057726802584877e+00,3.908015890339673337e+00,2.711546590373806964e+00,4.875014489136685114e+00
1.460696506829959121e-02,6.677783145597003589e+00,3.884270879239583696e+00,4.795374789350275613e+00,1.174604215459773560e+00,1.401528662128715075e+00,5.144233808973764255e+00,4.595497605817665310e+00
-6.539491532289116726e-01,-2.393104099276909327e-02,3.890368446895496213e+00,-5.901071678635231299e-01,-2.708325651086692168e-02,2.256020559054713603e-01,4.140975645982161168e+00,1.194747104275891258e+00
3.231634114213425946e+00,2.650715361825554783e+00,7.656178224721589487e+00,1.418828225542675181e+00,4.525905805660919157e+00,-1.795576158217974783e+00,1.422862582672495879e+00,7.714033603758039703e+00
4.711011209117855536e+00,6.910974010727531258e+00,1.903231568791451389e+00,3.107933057834658452e+00,8.602358056032326061e+00,4.601591265925839697e-02,8.216167153838014769e+00,4.474090727148639424e+00
-2.752945789963647361e+00,1.491500648216531610e+00,5.294297651301542729e+00,9.895965191817348572e-01,4.871449576919168578e+00,-1.058519590291789880e+00,5.596827974083832258e-01,1.169191407008259187e+00
-1.659309283913700916e+00,3.822065772106072234e+00,6.277692061911945842e+00,8.082379921060553585e+00,7.919522883257493540e+00,-3.395253147862082460e-02,4.433158475874859228e+00,3.951840393811210661e-01
6.225115116443265428e+00,4.334647704521885636e+00,3.122357468287963123e+00,3.167795572830323092e+00,3.160756376600325712e+00,7.160287645906985965e+00,3.152545723206292561e+00,6.283704678468907012e+00
6.947644161094594040e+00,3.365984705564725843e+00,4.679372758744086980e+00,-1.329657421283598984e+00,5.387758330051187983e+00,3.230528938417808416e+00,4.833719159321522518e+00,7.802420685440916159e+00
6.282231592628666483e+00,3.191917395393411461e+00,6.377723069497717390e+00,2.852661613486747516e+00,3.301353070370413256e+00,1.118649098926337127e+00,2.528879090222686088e+00,1.613920440807975254e+00
3.788200265020915617e-03,6.320251190364650107e+00,3.153026151070842165e+00,6.271901500267262008e+00,3.136574442253720285e+00,-1.275734174322109782e+00,1.491522849571056721e-02,7.506572013189219739e+00
5.912425292999366810e+00,6.299429523947772225e+00,4.302647063094523716e+00,-1.553021136262794144e+00,5.224238798518608951e-01,5.239336065187541358e+00,8.140702354806466090e+00,4.941252323102107269e+00
2.848844297028123584e+00,4.548070432511016392e+00,4.880791238497104167e+00,1.889722127799355222e+00,2.227515335085563652e+00,1.265156033182881945e+00,4.716018576847807786e+00,1.988440457097840675e+00
3.175683645524088217e+00,3.450359201242080509e+00,5.052029869897761927e+00,3.661806424678540228e+00,6.297114839396127373e+00,6.312990822319121342e+00,3.222193100270713817e+00,6.832346897951352638e+00
7.231073867369585351e+00,2.563045305128029749e+00,1.329668167963111047e+00,4.616515567646269247e+00,-3.731678108411435463e-02,3.831081363647223625e+00,1.443082173819991043e+00,1.795205909985614356e+00
4.957003601468666254e+00,6.384790392330614850e+00,4.519634816761324281e+00,4.384825890808379256e+00,2.061940451102205252e+00,6.239579742437196153e+00,-1.813063535081363531e+00,4.689862041525875824e+00
5.954675227735216403e+00,6.287751218272235043e+00,3.184336484837931192e+00,4.504117817731565054e+00,-1.613754232206021211e+00,3.873931767430362161e+00,9.717550652633507591e-01,3.147859705034170563e+00
1.116957248200053654e-01,6.371893740326637356e+00,2.945656917687472287e+00,5.197894686750931470e+00,6.439571849365139933e+00,6.628095180029214717e+00,-2.257760555377398504e+00,-8.420511286214725846e-03
6.269831127648621383e+00,2.905065079938329742e+00,3.794334945156177863e+00,-8.879296592283670853e-01,4.805021037494376479e+00,4.204440138474314637e+00,4.145535144247812553e+00,5.333678979710993140e+00
1.548723335837828730e+00,-1.727174336139796873e+00,4.234853931876847888e+00,1.172093721449829928e+00,6.280851623112503113e+00,3.499322239268307211e+00,1.872167925134662791e+00,-1.146066937124342822e+00
1.954146807869843849e+00,6.586696146655564021e+00,4.660875396890125977e+00,4.345034369591987300e+00,-2.179411828503597715e+00,6.177918176509956893e+00,1.660449615001553525e+00,4.563286245743511493e+00
1.529479058853066675e+00,1.669529188878085156e-03,1.526194511244112872e+00,8.041390132269162550e+00,5.852138700925325843e+00,1.098142572907776504e-01,-1.660686632031148413e+00,7.694594601571433046e+00
-6.227628700768880234e-03,5.473852456413819567e+00,3.453198156438335165e+00,2.618885664674012403e+00,1.332745551792632599e-01,6.476993821299921628e+00,3.876415251142255602e+00,3.924715080066029316e+00
6.232683488281365314e+00,2.348368128351487893e+00,1.380072886390977027e+00,2.861251636083565586e+00,1.326422223756990704e+00,3.810596577994138201e+00,4.935055683185573194e+00,4.704462101092411253e+00
3.171967718029599759e+00,3.222365780032280913e+00,3.942793262051617731e+00,-3.758853125669811002e-01,3.099900479801953157e+00,3.985749032967688343e+00,4.473977021178994207e+00,4.786513740042932952e+00
5.087252427125895871e+00,-1.649025345341313953e-01,2.498923738098774550e+00,4.905478663439502895e+00,1.438276610694243507e+00,4.936374787505322104e+00,3.544316025776148127e+00,6.145123846474623619e+00
