4.005995988845825195e-01,5.000000000000000278e-02
9.605405405163764954e-01,5.500000000000000444e-01
9.999946467000881967e-01,8.000000000000000444e-01
9.999980046638938802e-01,8.499999999999999778e-01
9.999990364351560856e-01,1.000000000000000000e+00
9.996026822482235730e-01,7.500000000000000000e-01
9.881805032491683960e-01,6.500000000000000222e-01
9.763774853199720383e-01,5.999999999999999778e-01
9.960077055729925632e-01,6.999999999999999556e-01
9.999989104197766210e-01,9.000000000000000222e-01
9.999996959313932621e-01,9.499999999999999556e-01
6.734266281127929688e-01,1.000000000000000056e-01
7.476474940776824951e-01,2.000000000000000111e-01
7.079620957374572754e-01,1.499999999999999944e-01
9.178299829363822937e-01,4.500000000000000111e-01
8.587670177221298218e-01,3.499999999999999778e-01
7.872973084449768066e-01,2.500000000000000000e-01
8.915403336286544800e-01,4.000000000000000222e-01
8.284247815608978271e-01,2.999999999999999889e-01
9.409679919481277466e-01,5.000000000000000000e-01
