6.120878756046295166e-01,1.499999999999999944e-01
7.680714130401611328e-01,2.000000000000000111e-01
8.705798983573913574e-01,2.500000000000000000e-01
9.522136412560939789e-01,2.999999999999999889e-01
3.935132026672363281e-01,5.000000000000000278e-02
9.999984074955818869e-01,8.000000000000000444e-01
9.989029390271753073e-01,4.500000000000000111e-01
9.999999899626557109e-01,9.000000000000000222e-01
9.999862507338548312e-01,6.999999999999999556e-01
9.983236764091998339e-01,4.000000000000000222e-01
9.992689910577610135e-01,5.000000000000000000e-01
9.898316990584135056e-01,3.499999999999999778e-01
9.999999891345643377e-01,8.499999999999999778e-01
9.998917864941176958e-01,5.999999999999999778e-01
9.999495130468858406e-01,6.500000000000000222e-01
9.996996846166439354e-01,5.500000000000000444e-01
9.999999999588842226e-01,9.499999999999999556e-01
9.999967348869631678e-01,7.500000000000000000e-01
9.999999999993057775e-01,1.000000000000000000e+00
4.565680027008056641e-01,1.000000000000000056e-01
