X01_q0,X01_q1,Y01_q0,Y01_q1,X12_q0,X12_q1,Y12_q0,Y12_q1
6.294403468368987120e+00,-3.560270870082467287e-02,2.910179312886476133e-01,2.074785701435841734e+00,3.279011538243715163e-01,6.304668679271178355e+00,6.380117475885513478e+00,-1.493226959291402922e+00
6.208785381816439575e+00,-7.438862454126942726e-03,5.913135531981895454e+00,6.271361391011651243e+00,1.857747164622851166e+00,1.314042356084497598e+00,1.398590218144904362e+00,2.258383533442695157e+00
3.141571464518753132e+00,4.522940293912733445e+00,3.119256966624228244e+00,6.283259849865029167e+00,5.099398301696586699e+00,6.283303977895944747e+00,6.283427266270494194e+00,6.276664865663616588e+00
6.283185307173533296e+00,6.284515475026336340e+00,-1.291362374425745725e-03,1.824691352077967954e+00,4.433167047709254405e+00,-2.833757884072345412e+00,3.140981073633258180e+00,5.565863986406455188e-01
3.076206959716604850e+00,1.480483286400447731e-03,2.609083526684861098e+00,1.906105603595238396e+00,6.283130926658578197e+00,2.135138121958212842e+00,1.083092397450009958e+00,3.145890101240904624e+00
4.583531303344102525e+00,3.187793010127056181e+00,3.139355630391453378e+00,3.141550579982625102e+00,7.137005460778562238e+00,3.124950826464905962e+00,3.151651287047506855e+00,-7.723292014440363179e-07
3.140796814334759102e+00,1.165821987226666953e-02,4.407565109475022780e+00,7.127115489858511233e-02,6.279934390353663076e+00,1.420969183738063357e-01,3.146216247667395383e+00,4.576130955064517281e+00
5.495586662255464105e+00,2.269940333296108503e-01,6.279543741715031935e+00,-1.410983857910152794e+00,3.263374865584327988e+00,4.515193887572076292e+00,3.509923441610487860e+00,3.141231644500106057e+00
3.140756829759306257e+00,-1.845951796433134258e-03,1.928919033389129067e+00,6.281124119901430269e+00,3.142080053847908339e+00,1.107486535430004425e-04,2.392773527185076077e+00,6.273680600620119563e+00
-1.646651436905459898e+00,3.098372634539456882e+00,-5.807810366242806463e-06,3.141604718471689317e+00,1.531399301635938848e+00,3.887634918373120474e+00,-2.153107431914895800e-03,1.503014099127675474e+00
2.883347064372465240e+00,3.320724390071180032e+00,6.284275537532104217e+00,6.294996027913493997e+00,5.123651218331866097e+00,5.582075283979984981e+00,6.271181775034010641e+00,4.406788615013820909e+00
-3.350656161537959692e-03,2.635698998856611297e+00,5.069672916901097892e-01,6.510435821177539273e-01,3.142506437710702372e+00,6.360170156576137934e+00,6.270135285505828548e+00,6.283199910104016794e+00
9.200972868134519089e+00,6.283220606900123073e+00,-2.451581551494516342e-01,-1.172472628628269620e+00,3.141863356935906015e+00,-2.118206388732518430e+00,3.088098794728056706e+00,5.186220703720006320e+00
