9.310778763806125426e+03,1.993700852116108308e+03,3.876361972294060706e+03,-3.244951826072167478e+02
4.375649431928488775e+04,9.216459951442118836e+03,-1.260312571897409907e+04,-6.892190833153255880e+03
4.420584168729453086e+04,1.016375246477421683e+03,3.155701423478318247e+04,4.968357479345717707e+02
-4.159391261444765405e+04,-9.958332589468491278e+03,5.540417097620932327e+04,-5.676427263289626353e+03
-4.560172573040518328e+05,2.962748863228316168e+03,-2.820741527758449083e+05,2.056807754655672397e+03
-6.104566834800828947e+05,7.895920489881165167e+02,-1.749351658409460681e+06,1.721525854854276758e+03
-8.480640533534802962e+05,7.897406467786981921e+02,-1.093052852987468650e+05,1.180205763640600708e+03
-3.765357537546318956e+06,-2.550442446570951631e+02,5.958262979447414400e+05,7.175975499261200241e+01
-1.770274694466132671e+07,2.737715103809271568e+03,-2.326435391575008258e+07,7.225512483668430832e+02
2.312611877549307421e+07,3.998530939202801619e+03,-1.034387005036233179e+07,-1.039679783113564326e+03
7.611440833701397292e+06,1.268901127782426329e+03,1.257682525164896697e+08,1.226574586764045307e+03
-3.384193536541887373e+07,1.694442149949793190e+02,5.696815131787978113e+07,-9.808258494477562408e+02
4.601316934101854265e+07,-1.503600851938167580e+03,3.489952036423476040e+07,2.748358010357158491e+03
9.172150172107738256e+08,-1.025531970420239816e+02,2.384642000829673558e+07,-1.044833816632266689e+03
-1.847838883137795925e+09,-9.833343531438405307e+02,-1.451433076239434242e+09,1.063041515250872180e+03
2.686765780391612530e+09,1.144247404702565063e+03,3.338347383720191002e+09,-8.172045806085460526e+02
