1.000000000000003109e+00,1.000000000000000000e+00
9.999999999992219557e-01,9.000000000000000222e-01
9.999999999997613020e-01,9.499999999999999556e-01
3.939263224601745605e-01,5.000000000000000278e-02
9.999999998533116718e-01,8.499999999999999778e-01
4.464641809463500977e-01,1.000000000000000056e-01
8.895823732018470764e-01,2.500000000000000000e-01
9.998544751142617315e-01,5.000000000000000000e-01
9.652535431087017059e-01,2.999999999999999889e-01
9.999991416298144031e-01,6.999999999999999556e-01
7.874345332384109497e-01,2.000000000000000111e-01
9.928582827560603619e-01,3.499999999999999778e-01
9.993866807781159878e-01,4.000000000000000222e-01
9.995972364267800003e-01,4.500000000000000111e-01
9.999607215286232531e-01,5.999999999999999778e-01
9.999998498286117865e-01,7.500000000000000000e-01
9.999298891125363298e-01,5.500000000000000444e-01
9.999999549116296294e-01,8.000000000000000444e-01
9.999757112182123819e-01,6.500000000000000222e-01
