 (5.165308774166588179e-01+0.000000000000000000e+00j)
 (5.911216136213534256e+00+0.000000000000000000e+00j)
 (2.240851483546218326e+00+0.000000000000000000e+00j)
 (6.258688506607618329e+00+0.000000000000000000e+00j)
 (4.831932158107766107e+00+0.000000000000000000e+00j)
