X01_q0,X01_q1,Y01_q0,Y01_q1,X12_q0,X12_q1,Y12_q0,Y12_q1
1.661246411698125147e+00,4.840140487978176864e+00,3.141592653589200257e+00,3.141591535091781129e+00,9.918104689580473643e-01,7.232840362655889699e+00,8.330821857634332916e-01,5.524335314072210679e+00
1.412917147542651353e-03,6.129964218409685195e+00,4.431586333635701536e+00,-1.803134903938506506e+00,-1.888062997383497033e+00,4.744214658798810547e+00,-2.287435397506035084e+00,2.487025247800089822e+00
3.144873717962250570e+00,3.141592576929047365e+00,4.750117210814803315e+00,7.677753723357623628e+00,-1.758133507781133087e+00,2.834815956399745041e+00,4.706437625877615716e+00,4.825246639066942400e+00
6.313395100559084483e+00,6.281414778191631854e+00,1.505581710666591189e+00,4.524938146411390250e+00,7.876855005126714993e+00,7.896211038064968601e-01,7.774287867558687282e+00,1.752716603456232480e+00
-3.142878441410970503e+00,6.282566512058083141e+00,-1.389656958689668098e+00,1.436157366762232046e+00,-8.681280874678433124e-01,6.283210777488995369e+00,5.046362807740844225e+00,4.909691542353132654e+00
3.141592653589184270e+00,2.157203724751293183e+00,-3.141590673292300906e+00,3.141592642974863292e+00,5.243843798597624506e+00,9.147014473507748957e-06,3.064912153400698003e+00,6.281343195899692589e+00
3.141592653537716107e+00,4.479479780674270550e+00,3.472163649202780533e+00,1.744713439125830101e+00,3.303271594501396528e-05,2.563041085986080270e-01,3.157813313051244464e+00,1.184363122672001278e+00
-3.584447267665349457e-04,4.448502606320457353e+00,5.225327233916143399e+00,1.495747271184291183e+00,5.347481780185557199e+00,4.296593653536159074e+00,9.066788757072641314e-01,4.681013196509500318e+00
6.215770696795635430e+00,-2.501203121925332090e-02,4.500585839236767249e+00,1.592339186412385699e+00,4.967821473725428483e+00,8.395089168724656492e-01,4.381880527773742706e+00,1.590789678858362199e+00
5.829612295913962683e+00,3.142220769564068483e+00,7.803750427886698482e+00,1.590022738025387516e+00,1.110306626107158801e+00,2.143391528955667535e+00,-1.556731929877206877e+00,1.639276459026620891e+00
1.806758159778590223e+00,3.140721276693637432e+00,1.586752198924833435e+00,4.631911933463231712e+00,8.223663714563226534e+00,4.517113852064839286e+00,1.538466488062086635e+00,1.624092814329212819e+00
2.886221485553080335e+00,3.141582349096867510e+00,1.620743221950978308e+00,1.596997534809317942e+00,-1.808938810588865298e+00,3.491675829096626327e+00,1.711590643330702433e+00,1.711102510109185237e+00
6.282996020962470674e+00,9.485424935220118092e-01,5.018423811409311597e+00,4.727808148933674737e+00,6.283185317605642695e+00,7.304610292108367986e+00,4.935951540872591359e+00,-9.672375277485274481e-01
6.283185307062561620e+00,3.141592653605495222e+00,1.976331067272049546e+00,1.154298719930578088e+00,3.395874610491481914e-10,7.110754141374397541e+00,3.114500334352001243e+00,4.609827929790337286e+00
-4.535965265032953430e-10,3.141592653591503748e+00,4.463919316283398331e+00,1.169631298378400519e+00,8.308521571578217912e-01,2.109466436004988399e+00,2.136221816074173496e+00,9.700658080118870208e-01
6.283185306924035984e+00,3.141603536038307443e+00,1.978809529801202061e+00,1.428016384803179939e+00,4.128682825693263503e+00,3.302901901902736803e+00,4.520892393851354107e+00,5.805919174091197732e+00
3.154850600504382818e+00,5.075721392092196436e-04,4.771165063894953207e+00,1.410573135702799075e+00,4.126426500415532495e+00,1.287727442809497802e+00,4.531168759673957602e+00,4.699919574819765522e+00
2.970076107276038879e+00,3.586173152614044568e+00,4.685746907739670064e+00,4.662949812716922438e+00,1.759334659600999773e+00,1.662686695491156552e+00,4.678028504251199315e+00,4.640643531455092230e+00
3.132935045729952961e+00,2.958801780513631297e+00,1.566308474801109352e+00,1.569928250949449211e+00,4.218704357061120014e+00,3.570960315206328062e+00,1.567911933789810641e+00,4.778569361398331772e+00
3.139311738871762625e+00,5.533265173350726762e+00,4.673866053983607216e+00,1.549717412102029623e+00,4.238433258883045340e+00,5.080442775849943082e+00,1.653816939968516087e+00,1.505519058301538982e+00
-1.443597098487264363e+00,2.683374049647269804e-02,1.433912887636127564e+00,1.686447917307654532e+00,7.752543041574508464e+00,7.232189229406850828e+00,5.016584112343055679e+00,4.425681246834999527e+00
4.738473435406542755e+00,1.608874556015440715e+00,6.283185307175613410e+00,3.141592653581266159e+00,1.603068707996599729e+00,1.562808712076313222e+00,3.141604555389731157e+00,6.283175205217357728e+00
4.613725876867860620e+00,7.705163849890709571e+00,-1.099452622388279551e-09,3.141584312987645955e+00,4.756507061246849410e+00,1.512004552609286012e+00,-1.838202160792149042e+00,1.276042922975560767e+00
2.069571721228407934e+00,6.101644836407852601e+00,1.711461838845667272e+00,4.876702757617195516e+00,4.387273911098256818e+00,7.253822800378429747e+00,4.761337273080808785e+00,4.701824057121915423e+00
-2.859925468737266607e-01,6.297984726136999889e+00,1.543833563125272423e+00,1.649682155737986600e+00,1.075587689905905808e+00,5.297156244536840752e+00,1.586089173865522950e+00,1.566830830500786087e+00
1.046723410348151084e+00,6.290810304617104443e+00,1.594226797176035992e+00,4.741439798909101278e+00,-1.246092520144001625e+00,7.294305639646061934e+00,4.732288383191568748e+00,4.702480594641099465e+00
3.139498500883984633e+00,3.313146190300967575e+00,1.556128988411769720e+00,4.705914676176956135e+00,2.125680435206902530e+00,4.192759513730024423e+00,1.554297275904527043e+00,4.724017091411017333e+00
2.948171529476314667e+00,6.237248112548193113e+00,1.564581268186927554e+00,1.584099385304249541e+00,2.127925305463281624e+00,5.231819800788647612e+00,7.848500695124859483e+00,4.670644178925435597e+00
2.579854461028577184e+00,1.508405339672786068e-02,1.529708882614690291e+00,4.704927108432240601e+00,4.289532881745041770e+00,5.295120091274744922e+00,1.474077448863001516e+00,1.543267036937399972e+00
3.126046715151029165e+00,6.275517569633190185e+00,4.735380584686685879e+00,4.591412767458204591e+00,2.345091225455007589e+00,5.110765567009372567e+00,1.635807664358086777e+00,4.500042987310048481e+00
1.364762887896668886e+00,-9.748418848974897966e-01,7.847444570331395752e+00,1.421410498290503366e+00,6.670783644121029532e+00,6.283534687264930696e+00,-1.268098357999420278e+00,1.032445304840265088e+00
3.133105632326924184e+00,3.138662517407638131e+00,3.141592656527597782e+00,3.141592620982972317e+00,2.994925014689734158e-11,-1.089929837264986243e-11,1.317584586346607403e-09,6.283185307154335320e+00
7.387315298813759590e+00,1.643596694176768125e+00,1.464703693094937087e+00,4.893435356001833547e+00,-3.376837248038717099e-01,7.039068804812059987e+00,-1.308859275420048540e+00,7.530009627165886954e+00
3.334729944375655286e+00,2.488228557137207364e+00,1.574697199788592572e+00,7.863109324071370310e+00,3.997286135487673864e+00,8.586918671684246718e+00,4.652027759353286385e+00,1.637453032652703033e+00
7.720393626257825659e+00,1.097432056339334439e-01,4.750106180772068143e+00,1.530701451842726657e+00,4.789122987494012662e+00,5.215606761060604057e+00,-1.498168594888475535e+00,4.817547438322625553e+00
3.317778859218283305e+00,-2.576621419452265194e-01,4.722889078263373897e+00,1.616624213133581511e+00,1.908202589506551528e+00,5.205090995457548608e+00,1.580872772765574696e+00,1.657647406793294254e+00
2.189552471358715557e+00,6.577125858139210371e-03,-1.519710460306876953e+00,1.513476638617061276e+00,4.212689795063397469e+00,4.973130168419917396e+00,1.428643792734075602e+00,1.411436940113536043e+00
1.660505212326909797e-03,-9.568574647254382299e-04,1.606697104584650537e+00,1.698163711089753392e+00,1.400512442643072841e+00,7.353489025726126727e+00,1.894727352048178215e+00,4.551917222411453245e+00
-1.288698453691186629e-04,3.490349886738184804e+00,-1.391127056777608173e+00,7.620388725216254322e+00,1.167503651878565529e+00,1.403137550093217278e+00,-5.887379486663447681e-01,6.928118959061107418e+00
4.770930594864052132e+00,4.730401863329684709e+00,4.145868757552936428e-09,6.283185306145635529e+00,5.006472151079140787e+00,4.338065470069304652e+00,3.892153181613218660e+00,3.782624236270577534e+00
