3.387795686721801758e-01,5.000000000000000278e-02
6.559997797012329102e-01,2.000000000000000111e-01
1.000000000000004441e+00,5.500000000000000444e-01
9.611476957798004150e-01,4.000000000000000222e-01
1.000000000000011102e+00,6.999999999999999556e-01
1.000000000000009770e+00,9.499999999999999556e-01
5.174988210201263428e-01,1.000000000000000056e-01
7.757703065872192383e-01,2.500000000000000000e-01
1.000000000000010214e+00,9.000000000000000222e-01
9.901190726086497307e-01,4.500000000000000111e-01
1.000000000000013767e+00,1.000000000000000000e+00
1.000000000000008216e+00,6.500000000000000222e-01
9.999454290373250842e-01,5.000000000000000000e-01
1.000000000000011102e+00,8.000000000000000444e-01
8.542554229497909546e-01,2.999999999999999889e-01
1.000000000000008882e+00,7.500000000000000000e-01
5.629643797874450684e-01,1.499999999999999944e-01
9.150522127747535706e-01,3.499999999999999778e-01
1.000000000000006883e+00,5.999999999999999778e-01
1.000000000000010436e+00,8.499999999999999778e-01
