7.236716151237487793e-01,5.000000000000000000e-01
7.551953494548797607e-01,5.500000000000000444e-01
7.597280442714691162e-01,5.999999999999999778e-01
8.122056871652603149e-01,6.500000000000000222e-01
8.833329677581787109e-01,8.499999999999999778e-01
8.100476562976837158e-01,7.500000000000000000e-01
8.734000921249389648e-01,1.000000000000000000e+00
8.138565272092819214e-01,6.999999999999999556e-01
4.018377661705017090e-01,5.000000000000000278e-02
9.080463424324989319e-01,9.000000000000000222e-01
8.269336074590682983e-01,8.000000000000000444e-01
8.987286090850830078e-01,9.499999999999999556e-01
6.006024181842803955e-01,1.000000000000000056e-01
6.004379689693450928e-01,1.499999999999999944e-01
6.414667665958404541e-01,3.499999999999999778e-01
6.302285790443420410e-01,2.999999999999999889e-01
6.661145389080047607e-01,4.000000000000000222e-01
6.998178362846374512e-01,4.500000000000000111e-01
6.141924560070037842e-01,2.500000000000000000e-01
6.037234961986541748e-01,2.000000000000000111e-01
