3.989662528038024902e-01,5.000000000000000278e-02
6.569304764270782471e-01,6.500000000000000222e-01
7.704007476568222046e-01,1.000000000000000000e+00
7.108092010021209717e-01,8.000000000000000444e-01
5.400590300559997559e-01,4.000000000000000222e-01
6.940336823463439941e-01,7.500000000000000000e-01
7.273353636264801025e-01,8.499999999999999778e-01
7.570140957832336426e-01,9.499999999999999556e-01
5.070297718048095703e-01,2.999999999999999889e-01
4.500733017921447754e-01,1.499999999999999944e-01
5.582359731197357178e-01,4.500000000000000111e-01
6.375317871570587158e-01,5.999999999999999778e-01
7.419703900814056396e-01,9.000000000000000222e-01
5.960907042026519775e-01,5.000000000000000000e-01
5.247114002704620361e-01,3.499999999999999778e-01
6.173346042633056641e-01,5.500000000000000444e-01
4.705212712287902832e-01,2.000000000000000111e-01
4.887095689773559570e-01,2.500000000000000000e-01
4.213082790374755859e-01,1.000000000000000056e-01
6.750198006629943848e-01,6.999999999999999556e-01
