4.625010490417480469e-01,6.500000000000000222e-01
4.010845422744750977e-01,1.499999999999999944e-01
4.118406176567077637e-01,2.000000000000000111e-01
4.468253850936889648e-01,5.999999999999999778e-01
6.540696918964385986e-01,2.999999999999999889e-01
8.127351403236389160e-01,7.500000000000000000e-01
4.275975227355957031e-01,5.500000000000000444e-01
5.864653885364532471e-01,2.500000000000000000e-01
7.204940319061279297e-01,6.999999999999999556e-01
6.477195322513580322e-01,3.499999999999999778e-01
3.857992291450500488e-01,4.000000000000000222e-01
3.995139002799987793e-01,5.000000000000000278e-02
4.054216742515563965e-01,4.500000000000000111e-01
4.001086950302124023e-01,1.000000000000000056e-01
4.190475344657897949e-01,5.000000000000000000e-01
8.513816446065902710e-01,8.499999999999999778e-01
8.848063945770263672e-01,8.000000000000000444e-01
9.185880348086357117e-01,1.000000000000000000e+00
9.099773317575454712e-01,9.499999999999999556e-01
8.821615651249885559e-01,9.000000000000000222e-01
