9.999816644558450207e-01,1.000000000000000000e+00
9.999966897732974758e-01,9.499999999999999556e-01
9.999825271515874192e-01,9.000000000000000222e-01
3.730662465095520020e-01,5.000000000000000278e-02
3.835788369178771973e-01,1.000000000000000056e-01
9.960769372992217541e-01,7.500000000000000000e-01
6.823683977127075195e-01,2.999999999999999889e-01
5.539143979549407959e-01,2.000000000000000111e-01
9.415589980781078339e-01,5.999999999999999778e-01
6.122641265392303467e-01,2.500000000000000000e-01
9.099280238151550293e-01,5.500000000000000444e-01
9.668215736746788025e-01,6.500000000000000222e-01
9.850585162639617920e-01,6.999999999999999556e-01
9.999650459030817728e-01,8.000000000000000444e-01
8.306349217891693115e-01,4.500000000000000111e-01
8.726508915424346924e-01,5.000000000000000000e-01
7.848008573055267334e-01,4.000000000000000222e-01
9.999983249153956422e-01,8.499999999999999778e-01
5.091104209423065186e-01,1.499999999999999944e-01
7.361041009426116943e-01,3.499999999999999778e-01
