 (1.385058931025097584e+00+0.000000000000000000e+00j)
 (2.064874322198138046e+00+0.000000000000000000e+00j)
 (3.379188760216971232e+00+0.000000000000000000e+00j)
 (5.425925719269812930e+00+0.000000000000000000e+00j)
 (6.282512303293894540e+00+0.000000000000000000e+00j)
